mileage,make,model,fuel,gear,offerType,price,hp,year of sale
84300,Opel,Astra,Gasoline,Manual,Used,11880,105.0,2018
13000,Opel,Corsa,Gasoline,Manual,Used,11880,90.0,2018
39855,Ford,Fiesta,Gasoline,Manual,Used,11890,101.0,2018
37950,Ford,Fiesta,Gasoline,Manual,Used,11890,101.0,2018
36700,Opel,Adam,Gasoline,Manual,Used,11900,90.0,2018
27600,Skoda,Fabia,Diesel,Manual,Used,11960,90.0,2018
63900,Opel,Mokka X,Gasoline,Manual,Used,11980,140.0,2018
30000,Volkswagen,Polo,Gasoline,Manual,Used,11980,75.0,2018
148900,Opel,Insignia,Diesel,Automatic,Used,11980,136.0,2018
90,Volkswagen,up!,Gasoline,Manual,Used,12190,60.0,2019
3990,Opel,Corsa,Gasoline,Automatic,Used,12222,90.0,2019
11930,Opel,Adam,Gasoline,Manual,Used,12222,69.0,2019
45690,Ford,Fiesta,Gasoline,Manual,Used,12390,101.0,2019
10292,Ford,Fiesta,Gasoline,Manual,Used,12450,86.0,2019
43500,Ford,Fiesta,Gasoline,Manual,Used,12490,101.0,2019
4500,Opel,Corsa,Gasoline,Manual,Used,12499,90.0,2019
6800,Opel,Corsa,Gasoline,Automatic,Used,12550,90.0,2019
13310,Ford,Ka/Ka+,Gasoline,Manual,Used,12580,86.0,2019
4000,Ford,Fiesta,Diesel,Manual,Used,12580,86.0,2019
90,Volkswagen,up!,Gasoline,Manual,Used,12590,60.0,2019
997,Volkswagen,up!,Gasoline,Manual,Used,12640,60.0,2019
10950,Skoda,Octavia,Diesel,Automatic,Used,26340,150.0,2020
22405,Ford,Focus,Gasoline,Automatic,Demonstration,26490,182.0,2020
24400,Ford,Kuga,Diesel,Automatic,Employee's car,26580,179.0,2020
22500,Ford,Kuga,Diesel,Automatic,Employee's car,26580,179.0,2020
9600,Skoda,Octavia,Gasoline,Automatic,Demonstration,26650,150.0,2020
18969,Volkswagen,T-Roc,Gasoline,Automatic,Used,26690,150.0,2020
4995,Ford,Focus,Gasoline,Automatic,Used,26780,182.0,2020
13900,Skoda,Octavia,Diesel,Automatic,Used,26860,150.0,2020
10700,Skoda,Octavia,Diesel,Automatic,Used,26860,150.0,2020
14500,Skoda,Octavia,Diesel,Automatic,Used,26890,150.0,2020
14200,Volkswagen,Tiguan,Diesel,Manual,Used,26940,150.0,2020
11695,Volkswagen,T-Roc,Gasoline,Manual,Used,26940,150.0,2020
35100,Ford,Mondeo,Diesel,Automatic,Employee's car,26980,150.0,2020
10,Ford,Focus,Diesel,Manual,Pre-registered,26980,150.0,2020
19376,Ford,Kuga,Gasoline,Manual,Employee's car,26990,150.0,2020
11551,Volkswagen,T-Roc,Gasoline,Automatic,Used,27240,150.0,2020
50,Skoda,Fabia,Gasoline,Manual,Pre-registered,16490,95.0,2021
85,Skoda,Fabia,Gasoline,Automatic,Used,16570,95.0,2021
44,Skoda,Fabia,Gasoline,Automatic,Used,16570,95.0,2021
6,Skoda,Fabia,Gasoline,Automatic,Used,16570,95.0,2021
10,Skoda,Fabia,Gasoline,Automatic,Used,16570,95.0,2021
7,Skoda,Fabia,Gasoline,Automatic,Used,16570,95.0,2021
6,Skoda,Fabia,Gasoline,Automatic,Used,16570,95.0,2021
85,Skoda,Fabia,Gasoline,Automatic,Used,16570,95.0,2021
10,Skoda,Fabia,Gasoline,Manual,Pre-registered,16580,95.0,2021
10,Skoda,Fabia,Gasoline,Manual,Pre-registered,16680,95.0,2021
10,Skoda,Fabia,Gasoline,Manual,Pre-registered,16780,95.0,2021
25,Ford,Fiesta,Gasoline,Manual,Pre-registered,16790,95.0,2021
174743,Volkswagen,Passat Alltrack,Diesel,Automatic,Used,14500,170.0,2012
108261,Ford,Transit,Diesel,Manual,Used,14840,125.0,2012
119000,Volkswagen,Touran,Diesel,Automatic,Used,15000,170.0,2012
94800,Volkswagen,Golf,Gasoline,Manual,Used,15299,360.0,2012
171999,Volkswagen,T5 Kombi,Diesel,Manual,Used,15885,102.0,2012
96000,Volkswagen,Crafter,Diesel,Manual,Used,18950,136.0,2013
78510,Volkswagen,Sharan,Gasoline,Automatic,Used,20899,200.0,2013
63470,Volkswagen,Golf,Gasoline,Automatic,Used,21900,265.0,2013
85335,Ford,Kuga,Gasoline,Manual,Used,13990,150.0,2014
68812,Ford,Kuga,Gasoline,Manual,Used,14450,150.0,2014
47610,Opel,Ampera,Electric,Automatic,Used,14600,151.0,2014
61777,Volkswagen,Golf,Gasoline,Manual,Used,14840,150.0,2014
64844,Volkswagen,Golf Sportsvan,Gasoline,Manual,Used,14900,150.0,2014
76150,Skoda,Octavia,Gasoline,Manual,Used,13751,150.0,2015
52860,Skoda,Octavia,Diesel,Manual,Used,13780,110.0,2015
107900,Volkswagen,Golf,Diesel,Automatic,Used,13790,150.0,2015
96000,Volkswagen,Golf,Diesel,Manual,Used,13850,150.0,2015
84683,Skoda,Superb,Diesel,Automatic,Used,13860,140.0,2015
67000,Volkswagen,Golf Variant,Gasoline,Automatic,Used,13900,122.0,2015
42918,Volkswagen,Golf,Gasoline,Manual,Used,13900,110.0,2015
99500,Volkswagen,Golf Variant,Diesel,Automatic,Used,13949,110.0,2015
62967,Opel,Astra,Diesel,Manual,Used,13970,136.0,2015
85095,Volkswagen,Golf Variant,Gasoline,Manual,Used,13970,125.0,2015
91251,Skoda,Octavia,Gasoline,Manual,Used,11850,110.0,2016
123205,Opel,Vivaro,Diesel,Manual,Used,11880,90.0,2016
47500,Skoda,Rapid/Spaceback,Gasoline,Manual,Used,11890,110.0,2016
36825,Skoda,Fabia,Gasoline,Manual,Used,11900,90.0,2016
160000,Ford,Kuga,Diesel,Manual,Used,11900,150.0,2016
39850,Skoda,Fabia,Gasoline,Manual,Used,11912,90.0,2016
40747,Volkswagen,Polo,Gasoline,Manual,Used,11930,90.0,2016
75374,Skoda,Octavia,Diesel,Manual,Used,11950,110.0,2016
64000,Opel,Zafira,Diesel,Manual,Used,11990,110.0,2016
17900,Skoda,Fabia,Gasoline,Manual,Used,11990,75.0,2016
142000,Volkswagen,Golf,Diesel,Automatic,Used,11990,110.0,2016
119483,Ford,Mondeo,Diesel,Manual,Used,11990,150.0,2016
53445,Ford,Tourneo Courier,Gasoline,Manual,Used,11990,101.0,2016
78500,Renault,Kadjar,Gasoline,Manual,Used,11990,131.0,2016
67927,Volkswagen,Polo,Gasoline,Manual,Used,10995,90.0,2017
54584,Volkswagen,Polo,Gasoline,Manual,Used,10995,90.0,2017
72980,Volkswagen,Polo,Gasoline,Manual,Used,10995,90.0,2017
74588,Volkswagen,Polo,Gasoline,Manual,Used,10995,90.0,2017
73000,Opel,Astra,Gasoline,Manual,Used,11300,125.0,2017
152227,Volkswagen,Caddy,Diesel,Manual,Used,11334,102.0,2017
30000,Ford,B-Max,Gasoline,Manual,Used,11399,101.0,2017
30000,Ford,B-Max,Gasoline,Manual,Used,11399,101.0,2017
30000,Ford,B-Max,Gasoline,Manual,Used,11399,101.0,2017
71820,Volkswagen,Polo,Gasoline,Manual,Used,11430,90.0,2017
29869,Ford,Transit Courier,Diesel,Manual,Used,11440,75.0,2017
30178,Skoda,Fabia,Gasoline,Manual,Used,11480,110.0,2017
193895,Skoda,Octavia,Diesel,Manual,Used,11250,116.0,2018
21000,Opel,Corsa,Gasoline,Manual,Used,11270,90.0,2018
5160,Opel,Corsa,Gasoline,Manual,Used,11280,90.0,2018
18495,Ford,Ka/Ka+,Gasoline,Manual,Used,11450,86.0,2018
5250,Opel,Corsa,Gasoline,Manual,Used,11470,90.0,2018
31843,Ford,Fiesta,Gasoline,Manual,Used,11490,71.0,2018
18963,Opel,Corsa,Gasoline,Manual,Used,11490,90.0,2018
15796,Opel,Adam,Gasoline,Manual,Used,11490,87.0,2018
19986,Ford,Focus,Gasoline,Manual,Used,11490,125.0,2018
33000,Renault,Clio,Gasoline,Manual,Used,11699,118.0,2018
14300,Opel,Corsa,Gasoline,Manual,Used,11950,90.0,2019
16952,Opel,Adam,Gasoline,Manual,Used,11970,101.0,2019
15308,Skoda,Fabia,Gasoline,Manual,Used,11990,75.0,2019
17985,Ford,Fiesta,Gasoline,Manual,Used,11990,71.0,2019
21116,Skoda,Fabia,Gasoline,Manual,Used,11990,75.0,2019
20063,Renault,Clio,Gasoline,Manual,Used,11995,90.0,2019
12580,Renault,Clio,Gasoline,Manual,Used,11995,90.0,2019
15800,Renault,Twingo,Gasoline,Manual,Used,11995,109.0,2019
12500,Renault,ZOE,Electric,Automatic,Demonstration,11995,72.0,2019
17790,Opel,Corsa,Gasoline,Manual,Used,12370,90.0,2019
9295,Skoda,Fabia,Gasoline,Manual,Used,12480,95.0,2019
9874,Skoda,Fabia,Gasoline,Manual,Used,12490,110.0,2019
10,Skoda,Fabia,Gasoline,Manual,Employee's car,13989,60.0,2021
50,Ford,Fiesta,Gasoline,Manual,Pre-registered,13990,75.0,2021
50,Ford,Fiesta,Gasoline,Manual,Pre-registered,13990,75.0,2021
2500,Opel,Corsa,Gasoline,Manual,Employee's car,13990,75.0,2021
2500,Opel,Corsa,Gasoline,Manual,Employee's car,13990,75.0,2021
4999,Opel,Corsa,Gasoline,Manual,Employee's car,13990,75.0,2021
1050,Skoda,Fabia,Gasoline,Manual,Demonstration,14190,60.0,2021
114577,Volkswagen,Golf,Gasoline,Manual,Used,6100,86.0,2012
164000,Renault,Kangoo,Gasoline,Manual,Used,6150,106.0,2012
149990,Volkswagen,Golf,Gasoline,Manual,Used,6190,122.0,2012
168000,Volkswagen,Golf,Diesel,Manual,Used,6199,105.0,2012
56250,Ford,Fiesta,Gasoline,Manual,Used,6200,82.0,2012
127000,Opel,Astra,Gasoline,Manual,Used,6250,140.0,2012
130000,Volkswagen,Golf,Gasoline,Manual,Used,6250,105.0,2012
225000,Volkswagen,Passat Variant,Diesel,Automatic,Used,6290,140.0,2012
113950,Volkswagen,Golf,Gasoline,Manual,Used,6290,86.0,2012
58096,Opel,Corsa,Gasoline,Manual,Used,6299,69.0,2012
117000,Opel,Astra,Gasoline,Manual,Used,6300,140.0,2012
124700,Opel,Zafira,Diesel,Manual,Used,6300,110.0,2012
75740,Opel,Corsa,Gasoline,Manual,Used,6800,120.0,2013
137200,Opel,Astra,Diesel,Manual,Used,6800,110.0,2013
119000,Renault,Clio,Gasoline,Manual,Used,6800,90.0,2013
90650,Ford,Fiesta,Gasoline,Manual,Used,6850,82.0,2013
117000,Ford,B-Max,Diesel,Manual,Used,6899,95.0,2013
28000,Volkswagen,up!,Gasoline,Manual,Used,6899,60.0,2013
95297,Ford,B-Max,Gasoline,Manual,Used,6900,101.0,2013
162000,Volkswagen,Jetta,Diesel,Automatic,Used,6900,140.0,2013
110566,Volkswagen,Polo,Gasoline,Manual,Used,6900,69.0,2013
112121,Renault,Megane,Gasoline,Manual,Used,6940,116.0,2013
125000,Ford,C-Max,Diesel,Manual,Used,7450,116.0,2014
72000,Volkswagen,Polo,Gasoline,Manual,Used,7450,60.0,2014
99750,Volkswagen,Polo,Gasoline,Manual,Used,7450,60.0,2014
70758,Skoda,Rapid/Spaceback,Gasoline,Manual,Used,7450,86.0,2014
81200,Opel,Adam,Gasoline,Manual,Used,7480,69.0,2014
149037,Ford,Fiesta,Gasoline,Manual,Used,7490,125.0,2014
199999,Ford,EcoSport,Gasoline,Manual,Used,7490,111.0,2014
287000,Ford,S-Max,Diesel,Manual,Used,7490,200.0,2014
38410,Volkswagen,up!,Gasoline,Manual,Used,7490,60.0,2014
48500,Opel,Corsa,Gasoline,Manual,Used,7499,87.0,2014
58000,Ford,B-Max,Gasoline,Manual,Used,7499,90.0,2014
25774,Volkswagen,up!,Gasoline,Manual,Used,7850,60.0,2015
135000,Renault,Grand Scenic,Diesel,Automatic,Used,7854,110.0,2015
81150,Ford,B-Max,Gasoline,Manual,Used,7890,101.0,2015
30508,Volkswagen,up!,Gasoline,Manual,Used,7899,75.0,2015
87000,Renault,Megane,Gasoline,Manual,Used,7899,110.0,2015
120546,Ford,C-Max,Diesel,Manual,Used,7900,116.0,2015
95600,Opel,Astra,Gasoline,Manual,Used,7900,120.0,2015
52500,Opel,Adam,Gasoline,Manual,Used,7900,87.0,2015
64580,Ford,Fiesta,Diesel,Manual,Used,7900,95.0,2015
64750,Ford,Fiesta,Diesel,Manual,Used,7900,95.0,2015
124985,Ford,Focus,Diesel,Manual,Used,7900,120.0,2015
47067,Renault,Megane,Gasoline,Manual,Used,7948,116.0,2015
104000,Ford,Fiesta,Diesel,Manual,Used,7599,95.0,2016
138525,Opel,Insignia,Diesel,Manual,Used,7600,170.0,2016
125500,Skoda,Fabia,Diesel,Manual,Used,7600,105.0,2016
140472,Ford,Focus,Diesel,Manual,Used,7676,120.0,2016
44494,Skoda,Citigo,Gasoline,Manual,Used,7680,60.0,2016
42000,Ford,Fiesta,Gasoline,Manual,Used,7699,82.0,2016
173138,Opel,Insignia,Diesel,Manual,Used,7699,136.0,2016
46000,Opel,Corsa,Gasoline,Manual,Used,7700,90.0,2016
123000,Ford,Focus,Diesel,Manual,Used,7749,105.0,2016
134602,Opel,Astra,Diesel,Manual,Used,7750,136.0,2016
73941,Opel,Corsa,Gasoline,Manual,Used,7750,90.0,2016
52917,Skoda,Fabia,Gasoline,Manual,Used,7780,60.0,2016
92000,Opel,Adam,Gasoline,Manual,Used,7790,69.0,2016
28336,Renault,Clio,Gasoline,Manual,Used,7795,73.0,2016
41000,Skoda,Citigo,Gasoline,Manual,Used,7800,60.0,2016
92659,Skoda,Octavia,Diesel,Automatic,Used,17490,150.0,2017
73393,Ford,Kuga,Diesel,Automatic,Used,17495,150.0,2017
24800,Volkswagen,Golf Sportsvan,Diesel,Automatic,Used,17990,150.0,2017
41400,Renault,Kadjar,Gasoline,Automatic,Used,17999,131.0,2017
106520,Skoda,Superb,Diesel,Automatic,Used,18290,150.0,2017
39950,Opel,Insignia,Diesel,Manual,Used,19750,170.0,2017
117754,Volkswagen,Passat Variant,Gasoline,Automatic,Used,23861,280.0,2017
85310,Volkswagen,Tiguan,Gasoline,Automatic,Used,26999,220.0,2017
37700,Ford,Edge,Diesel,Automatic,Used,28450,209.0,2017
27300,Ford,Fiesta,Gasoline,Manual,Used,8950,71.0,2018
31724,Skoda,Citigo,Gasoline,Manual,Used,8990,60.0,2018
59995,Opel,Combo,Gasoline,Manual,Used,9900,95.0,2018
11250,Opel,Karl,Gasoline,Manual,Used,9950,73.0,2018
46900,Ford,Fiesta,Gasoline,Manual,Used,10450,101.0,2018
28550,Opel,Adam,Gasoline,Manual,Used,10490,69.0,2018
18380,Opel,Corsa,Gasoline,Manual,Used,12250,101.0,2018
22510,Opel,Astra,Gasoline,Manual,Used,13690,105.0,2018
1900,Opel,Astra,Gasoline,Automatic,Used,21790,145.0,2019
28000,Ford,Focus,Gasoline,Automatic,Used,21900,182.0,2019
22770,Volkswagen,Golf,Gasoline,Automatic,Used,21980,150.0,2019
24043,Volkswagen,Passat Variant,Diesel,Automatic,Used,21980,120.0,2019
22043,Volkswagen,Passat Variant,Diesel,Automatic,Used,21980,120.0,2019
19979,Volkswagen,Passat Variant,Diesel,Automatic,Used,21980,120.0,2019
23286,Volkswagen,Passat Variant,Diesel,Automatic,Used,21980,120.0,2019
24979,Volkswagen,Passat Variant,Diesel,Automatic,Used,21980,120.0,2019
14979,Volkswagen,Passat Variant,Diesel,Automatic,Used,21980,120.0,2019
15383,Skoda,Karoq,Diesel,Manual,Used,21980,116.0,2019
15520,Skoda,Karoq,Diesel,Manual,Used,21980,116.0,2019
14800,Opel,Insignia,Gasoline,Automatic,Used,22850,165.0,2019
15383,Skoda,Karoq,Diesel,Manual,Used,22980,116.0,2019
7900,Ford,Mondeo,Diesel,Automatic,Used,29950,190.0,2020
21528,Opel,Insignia,Diesel,Automatic,Used,29950,170.0,2020
10699,Ford,Kuga,Gasoline,Manual,Employee's car,29990,150.0,2020
23145,Volkswagen,Sharan,Diesel,Automatic,Employee's car,30465,150.0,2020
15329,Ford,S-Max,Gasoline,Manual,Employee's car,30490,165.0,2020
4000,Volkswagen,Tiguan,Gasoline,Automatic,Used,30499,150.0,2020
9980,Skoda,Octavia,Diesel,Automatic,Demonstration,30598,150.0,2020
4000,Volkswagen,Tiguan,Gasoline,Automatic,Used,30849,150.0,2020
100,Ford,Mondeo,Gasoline,Manual,Pre-registered,30880,165.0,2020
20000,Volkswagen,Passat,Gasoline,Automatic,Used,30880,156.0,2020
9110,Ford,Galaxy,Diesel,Automatic,Used,30900,190.0,2020
7000,Volkswagen,Tiguan,Diesel,Automatic,Used,52470,190.0,2021
1500,Ford,Mustang,Gasoline,Automatic,Demonstration,54990,450.0,2021
5000,Skoda,Superb,Diesel,Automatic,Demonstration,65190,200.0,2021
10,Volkswagen,T6 Multivan,Diesel,Automatic,Pre-registered,70650,204.0,2021
10,Volkswagen,T6 Multivan,Diesel,Automatic,Pre-registered,71880,204.0,2021
10,Volkswagen,T6 Multivan,Diesel,Automatic,Pre-registered,71890,204.0,2021
246000,Volkswagen,Golf,Diesel,Manual,Used,5499,105.0,2011
168000,Volkswagen,Golf,Gasoline,Manual,Used,5500,122.0,2011
69000,Renault,Wind,Gasoline,Manual,Used,5500,101.0,2011
277400,Volkswagen,Touran,Diesel,Manual,Used,5500,105.0,2011
109000,Opel,Meriva,Gasoline,Manual,Used,5500,120.0,2011
238909,Opel,Insignia,Diesel,Automatic,Used,5500,160.0,2011
100000,Opel,Meriva,Gasoline,Manual,Used,5550,120.0,2011
109834,Opel,Astra,Diesel,Manual,Used,6900,110.0,2013
139000,Skoda,Yeti,Diesel,Manual,Used,6949,105.0,2013
75091,Volkswagen,Polo,Gasoline,Manual,Used,6950,69.0,2013
73882,Skoda,Roomster,Gasoline,Manual,Used,6950,105.0,2013
81900,Skoda,Roomster,Gasoline,Manual,Used,6950,86.0,2013
211001,Volkswagen,Caddy,Diesel,Manual,Used,6950,102.0,2013
95000,Ford,C-Max,Gasoline,Manual,Used,6950,101.0,2013
143000,Volkswagen,Golf,Diesel,Automatic,Used,6980,105.0,2013
124000,Opel,Meriva,Gasoline,Automatic,Used,6990,120.0,2013
46800,Ford,Fiesta,Gasoline,Manual,Used,6990,80.0,2013
98782,Opel,Astra,Gasoline,Manual,Used,6990,120.0,2013
98000,Volkswagen,Golf,Gasoline,Manual,Used,6990,80.0,2013
108210,Opel,Astra,Gasoline,Manual,Used,6990,87.0,2013
156000,Volkswagen,Golf,Gasoline,Manual,Used,7400,86.0,2014
25000,Ford,Fiesta,Gasoline,Manual,Used,7400,60.0,2014
119030,Ford,C-Max,Diesel,Manual,Used,7450,95.0,2014
61921,Ford,Fiesta,Gasoline,Manual,Used,7489,101.0,2014
255000,Ford,Mondeo,Diesel,Automatic,Used,7490,200.0,2014
41543,Ford,Fiesta,Gasoline,Manual,Used,7490,80.0,2014
199999,Ford,EcoSport,Gasoline,Manual,Used,7490,111.0,2014
287000,Ford,S-Max,Diesel,Manual,Used,7490,200.0,2014
2900,Opel,Corsa,Gasoline,Manual,Used,7490,87.0,2014
53000,Skoda,Fabia,Gasoline,Manual,Used,7499,105.0,2014
38800,Opel,Corsa,Gasoline,Manual,Used,7950,90.0,2015
33200,Opel,Corsa,Gasoline,Manual,Used,7970,87.0,2015
41430,Renault,Twingo,Gasoline,Manual,Used,7980,90.0,2015
32000,Renault,Clio,Gasoline,Manual,Used,7980,73.0,2015
73000,Opel,Meriva,Diesel,Manual,Used,7990,110.0,2015
172563,Opel,Zafira,Diesel,Automatic,Used,7990,131.0,2015
60000,Renault,Clio,Gasoline,Manual,Used,7990,90.0,2015
172563,Opel,Zafira Tourer,Diesel,Automatic,Used,7990,131.0,2015
114903,Ford,Focus,Gasoline,Manual,Used,7990,101.0,2015
108626,Ford,Fiesta,Gasoline,Manual,Used,7990,101.0,2015
79664,Opel,Adam,Gasoline,Manual,Used,7990,87.0,2015
153000,Opel,Astra,Gasoline,Manual,Used,7599,140.0,2016
109900,Opel,Astra,LPG,Manual,Used,7600,116.0,2016
63700,Skoda,Rapid/Spaceback,Gasoline,Manual,Used,7649,86.0,2016
39987,Volkswagen,Golf,Gasoline,Manual,Used,7650,86.0,2016
190000,Ford,C-Max,Diesel,Manual,Used,7650,150.0,2016
42000,Ford,Fiesta,Gasoline,Manual,Used,7699,82.0,2016
143000,Renault,Megane,Diesel,Manual,Used,7699,110.0,2016
30000,Volkswagen,up!,Gasoline,Manual,Used,7777,60.0,2016
92000,Opel,Adam,Gasoline,Manual,Used,7790,69.0,2016
71993,Volkswagen,Polo,Gasoline,Manual,Used,7790,60.0,2016
40000,Opel,Adam,Gasoline,Manual,Used,7800,87.0,2016
32523,Opel,Corsa,Gasoline,Manual,Used,7800,69.0,2016
32523,Opel,Corsa,Gasoline,Manual,Used,7800,69.0,2016
72202,Volkswagen,up!,Gasoline,Manual,Used,6577,60.0,2017
61005,Volkswagen,up!,Gasoline,Manual,Used,6577,60.0,2017
70689,Ford,Fiesta,Gasoline,Manual,Used,6590,60.0,2017
49514,Renault,Twingo,Gasoline,Manual,Used,6600,69.0,2017
209000,Opel,Astra,Diesel,Manual,Used,6650,110.0,2017
49900,Skoda,Citigo,Gasoline,Manual,Used,6690,60.0,2017
69998,Volkswagen,up!,Gasoline,Manual,Used,6722,60.0,2017
77002,Volkswagen,up!,Gasoline,Manual,Used,6722,60.0,2017
71856,Volkswagen,Touareg,Diesel,Automatic,Used,31944,262.0,2018
29397,Volkswagen,Tiguan,Gasoline,Automatic,Used,31990,150.0,2018
123564,Volkswagen,up!,Gasoline,Manual,Used,5444,60.0,2018
120000,Renault,Twingo,Gasoline,Manual,Used,5499,69.0,2018
78000,Skoda,Citigo,Gasoline,Manual,Used,5790,60.0,2018
85000,Volkswagen,up!,Gasoline,Manual,Used,5950,60.0,2018
83002,Volkswagen,up!,Gasoline,Manual,Used,5980,60.0,2018
136380,Skoda,Fabia,Gasoline,Manual,Used,6471,75.0,2018
20813,Volkswagen,Tiguan,Diesel,Automatic,Used,42649,150.0,2019
7772,Volkswagen,T6 Multivan,Diesel,Manual,Used,42959,150.0,2019
25048,Volkswagen,T6 Multivan,Diesel,Automatic,Used,47950,199.0,2019
33486,Volkswagen,T6 Multivan,Diesel,Automatic,Used,51980,199.0,2019
29990,Volkswagen,Touareg,Diesel,Automatic,Used,56666,286.0,2019
9153,Volkswagen,Touareg,Diesel,Automatic,Used,70279,286.0,2019
14845,Volkswagen,up!,Gasoline,Manual,Used,5990,60.0,2019
12100,Skoda,Citigo,Gasoline,Manual,Used,6800,60.0,2019
44368,Skoda,Citigo,Gasoline,Manual,Used,6999,60.0,2019
14371,Volkswagen,Touareg,Diesel,Automatic,Used,101880,421.0,2020
2,Opel,Corsa,Gasoline,Automatic,Pre-registered,15990,101.0,2020
6095,Volkswagen,Polo,Gasoline,Manual,Used,17450,80.0,2020
0,Renault,Twingo,Gasoline,Manual,Pre-registered,10299,65.0,2021
10,Renault,Twingo,Gasoline,Manual,Demonstration,10490,65.0,2021
1000,Renault,Twingo,Gasoline,Manual,Demonstration,10599,65.0,2021
0,Renault,Twingo,Gasoline,Manual,Demonstration,10668,65.0,2021
2568,Renault,Twingo,Gasoline,Manual,Demonstration,10668,65.0,2021
50,Renault,Twingo,Gasoline,Manual,Pre-registered,10698,65.0,2021
0,Renault,Twingo,Gasoline,Manual,Pre-registered,10799,65.0,2021
0,Renault,Twingo,Gasoline,Manual,Pre-registered,10799,65.0,2021
83500,Ford,Mustang,Gasoline,Manual,Used,29500,450.0,2012
97000,Ford,Transit Custom,Diesel,Manual,Used,20999,155.0,2013
160000,Volkswagen,Touareg,Diesel,Automatic,Used,22890,245.0,2013
29939,Opel,Vivaro,Diesel,Manual,Used,17980,114.0,2014
110100,Volkswagen,Sharan,Diesel,Automatic,Used,17990,177.0,2014
28910,Volkswagen,Tiguan,Diesel,Automatic,Used,17990,177.0,2014
6900,Volkswagen,Touran,Gasoline,Automatic,Used,18990,140.0,2014
234000,Volkswagen,Touareg,Diesel,Automatic,Used,18999,245.0,2014
94000,Volkswagen,Golf Variant,Diesel,Automatic,Used,14000,150.0,2015
57289,Renault,Espace,Diesel,Automatic,Used,14280,160.0,2015
48700,Opel,Mokka,Others,Manual,Used,14290,140.0,2015
35278,Volkswagen,Golf,Gasoline,Manual,Used,14349,110.0,2015
48000,Volkswagen,Tiguan,Gasoline,Manual,Used,14400,122.0,2015
90400,Ford,Mondeo,Gasoline,Manual,Used,14450,160.0,2015
33450,Renault,Kadjar,Gasoline,Manual,Used,14490,131.0,2015
92650,Volkswagen,CC,Diesel,Manual,Used,14500,150.0,2015
91300,Renault,Trafic,Diesel,Manual,Used,14518,120.0,2015
83120,Opel,Mokka,Gasoline,Automatic,Used,14550,140.0,2015
99151,Volkswagen,Polo,Gasoline,Automatic,Used,10995,90.0,2016
156000,Volkswagen,Passat Variant,Diesel,Manual,Used,11250,120.0,2016
159546,Volkswagen,Touran,Diesel,Automatic,Used,11280,110.0,2016
145644,Volkswagen,Golf,Diesel,Automatic,Used,11280,110.0,2016
160039,Volkswagen,Touran,Diesel,Automatic,Used,11380,116.0,2016
160039,Volkswagen,Touran,Diesel,Automatic,Used,11380,116.0,2016
237768,Ford,S-Max,Diesel,Automatic,Used,11380,179.0,2016
114000,Skoda,Octavia,Diesel,Automatic,Used,11390,110.0,2016
167459,Ford,Mondeo,Diesel,Automatic,Used,11480,179.0,2016
172808,Ford,Mondeo,Diesel,Automatic,Used,11480,179.0,2016
43234,Opel,Astra,Gasoline,Semi-automatic,Used,11480,105.0,2016
168193,Ford,Mondeo,Diesel,Automatic,Used,11480,150.0,2016
19584,Volkswagen,up!,Electric,Automatic,Used,11480,82.0,2016
61770,Opel,Corsa,Gasoline,Manual,Used,9750,90.0,2017
129507,Opel,Zafira,Diesel,Manual,Used,9780,120.0,2017
129507,Opel,Zafira,Diesel,Manual,Used,9780,120.0,2017
138776,Opel,Astra,Diesel,Automatic,Used,9780,136.0,2017
141889,Opel,Astra,Diesel,Automatic,Used,9780,136.0,2017
135791,Opel,Astra,Diesel,Manual,Used,9780,136.0,2017
141889,Opel,Astra,Diesel,Automatic,Used,9780,136.0,2017
122359,Opel,Insignia,Diesel,Manual,Used,9780,136.0,2017
142466,Opel,Astra,Diesel,Automatic,Used,9780,136.0,2017
73755,Ford,Focus,Diesel,Manual,Used,9790,95.0,2017
18279,Volkswagen,up!,Gasoline,Manual,Used,9800,90.0,2017
42300,Ford,B-Max,Gasoline,Manual,Used,9850,101.0,2017
41175,Opel,Corsa,Gasoline,Manual,Used,9873,90.0,2017
44167,Ford,Fiesta,Gasoline,Manual,Used,9879,82.0,2017
35864,Ford,Ka/Ka+,Gasoline,Manual,Used,9890,86.0,2017
17000,Ford,Fiesta,Gasoline,Manual,Used,9900,80.0,2017
62000,Volkswagen,Polo,Gasoline,Manual,Used,9900,75.0,2017
141041,Opel,Insignia,Diesel,Automatic,Used,11680,136.0,2018
144757,Opel,Insignia,Diesel,Automatic,Used,11680,136.0,2018
185965,Opel,Insignia,Diesel,Automatic,Used,11680,170.0,2018
126111,Volkswagen,Golf,Diesel,Manual,Used,11680,116.0,2018
141041,Opel,Insignia,Diesel,Automatic,Used,11680,136.0,2018
127305,Opel,Astra,Gasoline,Automatic,Used,11680,150.0,2018
67300,Ford,Focus,Gasoline,Manual,Used,11690,125.0,2018
36750,Volkswagen,Polo,Gasoline,Manual,Used,11749,75.0,2018
164816,Volkswagen,Golf,Diesel,Automatic,Used,11780,116.0,2018
166305,Skoda,Octavia,Diesel,Automatic,Used,11840,116.0,2018
36000,Renault,Scenic,Gasoline,Manual,Used,11900,116.0,2018
18520,Opel,Corsa,Gasoline,Manual,Used,11900,90.0,2018
5000,Opel,Karl,Gasoline,Automatic,Used,11950,75.0,2018
